0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94
-0.063;0.001;-0.002;0;0;0;0;0;0;-0.106;0.067;-0.034;-0.073;0.052;-0.032;0;0;0;0;0.257;0;0.585;0.173;-0.109;0.913;-0.235;-0.087;-0.14;0;0.651;0.109;-0.08;0.835;-0.305;-0.077;-0.136;0;0;0;-0.653;0.085;-0.216;0.806;-0.045;0;0;0;0;-0.709;0.112;-0.302;0.866;-0.113;-0.003;-0.001;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;-0.002;0;0;0;0;0;0;-0.142;0.219;-0.02;0.042;0.063;-0.036;0;0;0;0;0.257;0;0.614;0.178;-0.101;0.902;-0.156;-0.051;-0.14;0;0.658;0.096;-0.056;0.492;0.004;-0.002;-0.164;0;0;0;-0.684;0.101;-0.124;0.806;-0.112;-0.421;-0.477;0;0;-0.709;0.117;-0.3;0.849;-0.296;-0.542;-0.736;-1;-0.589;-0.63;-0.127;-0.287;-0.175;-0.659;-0.033;-0.576;1;-0.919;0.095;-0.768;-1;-0.963;0.011;-0.745;-1;-0.973;0.069;-1;-1;-0.615;0.029;0.066;0.434;0.037;0.637;-0.775;0.854;-1;-0.93;-1;-0.348;-1;-0.551;-0.759;0.347;-0.992;-1
-0.062;-0.002;-0.002;0;0;0;0;0;0;-0.178;0.177;-0.019;0.003;0.043;0.002;0;0;0;0;0.257;0;0.587;0.164;-0.097;0.917;-0.264;-0.067;-0.118;0;0.639;0.125;-0.065;0.637;-0.326;-0.038;-0.006;0;0;0;-0.675;0.1;-0.172;0.826;-0.15;-0.432;-0.514;0;0;-0.704;0.124;-0.306;0.843;-0.284;-0.144;-0.412;-1;-0.698;-0.838;0.029;0.272;-1;0.368;0.548;-0.342;-0.103;-1;-0.346;-0.488;-1;-1;-0.173;-0.529;-0.985;-1;-0.088;-1;-1;-0.434;0.428;-0.214;0.141;0.039;0.46;-0.247;0.319;-0.256;0.349;-0.665;0.243;-0.744;-0.428;-0.598;0.641;-0.446;-0.471
-0.063;-0.007;-0.001;0;0;0;0;0;0;-0.138;0.051;-0.042;-0.106;0.041;-0.05;0;0;0;0;0.257;0;0.6;0.143;-0.105;0.923;-0.3;-0.072;-0.098;0;0.635;0.127;-0.07;0.653;-0.039;0;-0.162;0;0;0;-0.745;0.14;-0.023;0.776;-0.1;0.54;0.418;0;0;-0.676;0.123;-0.338;0.817;-0.181;-0.27;-0.524;-1;-1;-0.517;0.282;0.403;-0.65;0.602;0.665;-0.71;0.474;-0.754;-0.165;-0.768;-1;-0.663;-0.231;-0.552;-0.984;-0.873;-0.846;-1;-1;-0.434;0.428;-0.214;0.141;0.039;0.46;-0.247;0.319;-0.256;0.349;-0.665;0.243;-0.744;-0.428;-0.598;0.641;-0.446;-0.471
-0.063;-0.007;-0.001;0;0;0;0;0;0;-0.142;0.054;-0.038;-0.105;0.041;-0.047;0;0;0;0;0.257;0;0.6;0.143;-0.105;0.923;-0.3;-0.072;-0.098;0;0.635;0.128;-0.07;0.646;-0.041;0.003;-0.162;0;0;0;-0.745;0.141;-0.02;0.78;-0.102;0.54;0.418;0;0;-0.676;0.123;-0.338;0.817;-0.181;-0.27;-0.524;-1;-1;-0.517;0.282;0.403;-0.65;0.602;0.665;-0.71;0.474;-0.754;-0.165;-0.768;-1;-0.663;-0.231;-0.552;-0.984;-0.873;-0.846;-1;-1;-0.434;0.428;-0.214;0.141;0.039;0.46;-0.247;0.319;-0.256;0.349;-0.665;0.243;-0.744;-0.428;-0.598;0.641;-0.446;-0.471
-0.064;-0.007;-0.001;0;0;0;0;0;0;-0.143;0.053;-0.035;-0.107;0.04;-0.042;0;0;0;0;0.257;0;0.6;0.143;-0.105;0.923;-0.3;-0.072;-0.099;0;0.635;0.129;-0.072;0.656;-0.066;-0.009;-0.156;0;0;0;-0.745;0.142;-0.013;0.784;-0.103;0.54;0.418;0;0;-0.676;0.123;-0.337;0.817;-0.181;-0.27;-0.524;-1;-1;-0.517;0.282;0.403;-0.65;0.602;0.665;-0.71;0.474;-0.754;-0.165;-0.768;-1;-0.663;-0.231;-0.552;-0.984;-0.873;-0.846;-1;-1;-0.434;0.428;-0.214;0.141;0.039;0.46;-0.247;0.319;-0.256;0.349;-0.665;0.243;-0.744;-0.428;-0.598;0.641;-0.446;-0.471
-0.064;-0.007;-0.002;0;0;0;0;0;0;-0.138;0.048;-0.035;-0.112;0.038;-0.038;0;0;0;0;0.257;0;0.6;0.143;-0.106;0.924;-0.3;-0.071;-0.1;0;0.634;0.132;-0.073;0.637;-0.159;-0.035;-0.094;0;0;0;-0.744;0.147;0.01;0.785;-0.107;0.54;0.418;0;0;-0.676;0.123;-0.336;0.817;-0.181;-0.27;-0.524;-1;-1;-0.517;0.282;0.403;-0.65;0.602;0.665;-0.71;0.474;-0.754;-0.165;-0.768;-1;-0.663;-0.231;-0.552;-0.984;-0.873;-0.846;-1;-1;-0.434;0.428;-0.214;0.141;0.039;0.46;-0.247;0.319;-0.256;0.349;-0.665;0.243;-0.744;-0.428;-0.598;0.641;-0.446;-0.471
-0.064;-0.007;-0.002;0;0;0;0;0;0;-0.127;0.042;-0.036;-0.114;0.038;-0.035;0;0;0;0;0.257;0;0.599;0.144;-0.106;0.924;-0.299;-0.071;-0.101;0;0.633;0.133;-0.074;0.625;-0.197;-0.057;-0.055;0;0;0;-0.742;0.15;0.024;0.783;-0.109;0.54;0.418;0;0;-0.676;0.123;-0.336;0.817;-0.181;-0.27;-0.524;-1;-1;-0.517;0.282;0.403;-0.65;0.602;0.665;-0.71;0.474;-0.754;-0.165;-0.768;-1;-0.663;-0.231;-0.552;-0.984;-0.873;-0.846;-1;-1;-0.434;0.428;-0.214;0.141;0.039;0.46;-0.247;0.319;-0.256;0.349;-0.665;0.243;-0.744;-0.428;-0.598;0.641;-0.446;-0.471
-0.065;-0.007;-0.002;0;0;0;0;0;0;-0.136;0.047;-0.032;-0.115;0.04;-0.033;0;0;0;0;0.257;0;0.599;0.144;-0.106;0.924;-0.299;-0.07;-0.102;0;0.633;0.133;-0.074;0.618;-0.22;-0.079;-0.016;0;0;0;-0.741;0.153;0.032;0.781;-0.109;0.54;0.418;0;0;-0.676;0.123;-0.335;0.817;-0.181;-0.27;-0.524;-1;-1;-0.517;0.282;0.403;-0.65;0.602;0.665;-0.71;0.474;-0.754;-0.165;-0.768;-1;-0.663;-0.231;-0.552;-0.984;-0.873;-0.846;-1;-1;-0.434;0.428;-0.214;0.141;0.039;0.46;-0.247;0.319;-0.256;0.349;-0.665;0.243;-0.744;-0.428;-0.598;0.641;-0.446;-0.471
-0.065;-0.007;-0.002;0;0;0;0;0;0;-0.125;0.045;-0.032;-0.115;0.043;-0.03;0;0;0;0;0.257;0;0.599;0.144;-0.107;0.924;-0.298;-0.07;-0.103;0;0.633;0.134;-0.074;0.619;-0.172;-0.086;-0.028;0;0;0;-0.739;0.157;0.044;0.777;-0.111;0.54;0.418;0;0;-0.676;0.123;-0.335;0.817;-0.181;-0.27;-0.524;-1;-1;-0.517;0.282;0.403;-0.65;0.602;0.665;-0.71;0.474;-0.754;-0.165;-0.768;-1;-0.663;-0.231;-0.552;-0.984;-0.873;-0.846;-1;-1;-0.434;0.428;-0.214;0.141;0.039;0.46;-0.247;0.319;-0.256;0.349;-0.665;0.243;-0.744;-0.428;-0.598;0.641;-0.446;-0.471
