0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94
-0.063;0.001;-0.001;0;0;0;0;0;0;0.024;0.044;-0.009;0.044;0.04;-0.005;0;0;0;0;0.257;0;0.53;0.153;-0.098;0.914;0.008;-0.005;-0.163;0;0.606;0.072;-0.086;0.924;0.055;0.005;-0.166;0;0;0;-0.674;0.104;-0.204;0.808;-0.055;-0.001;0;0;0;-0.68;0.14;-0.23;0.803;-0.077;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;-0.001;0;0;0;0;0;0;0.024;0.044;-0.009;0.044;0.04;-0.005;0;0;0;0;0.257;0;0.53;0.153;-0.098;0.914;0.008;-0.005;-0.163;0;0.606;0.072;-0.086;0.924;0.055;0.005;-0.166;0;0;0;-0.674;0.104;-0.204;0.808;-0.055;-0.001;0;0;0;-0.68;0.14;-0.23;0.803;-0.077;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;-0.001;0;0;0;0;0;0;0.024;0.044;-0.009;0.044;0.04;-0.005;0;0;0;0;0.257;0;0.53;0.153;-0.098;0.914;0.008;-0.005;-0.163;0;0.606;0.072;-0.086;0.924;0.055;0.005;-0.166;0;0;0;-0.674;0.104;-0.204;0.808;-0.055;-0.001;0;0;0;-0.68;0.14;-0.23;0.803;-0.077;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;-0.001;0;0;0;0;0;0;-0.026;0.055;-0.009;0.043;0.04;-0.004;0;0;0;0;0.257;0;0.53;0.153;-0.099;0.914;0.008;-0.005;-0.163;0;0.606;0.072;-0.085;0.924;0.055;0.005;-0.167;0;0;0;-0.674;0.104;-0.204;0.808;-0.055;-0.001;0;0;0;-0.681;0.14;-0.23;0.802;-0.077;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;-0.001;0;0;0;0;0;0;-0.029;0.056;-0.008;0.043;0.04;-0.003;0;0;0;0;0.257;0;0.53;0.153;-0.099;0.914;0.008;-0.005;-0.163;0;0.606;0.072;-0.084;0.924;0.055;0.006;-0.167;0;0;0;-0.673;0.104;-0.204;0.809;-0.055;-0.001;0;0;0;-0.681;0.14;-0.23;0.802;-0.077;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;-0.001;0;0;0;0;0;0;-0.017;0.053;-0.007;0.042;0.041;-0.001;0;0;0;0;0.257;0;0.53;0.153;-0.099;0.914;0.008;-0.005;-0.163;0;0.605;0.071;-0.084;0.924;0.055;0.006;-0.167;0;0;0;-0.673;0.104;-0.203;0.809;-0.055;-0.001;0;0;0;-0.681;0.14;-0.23;0.802;-0.076;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;0;0;0;0;0;0;0;0;0.049;-0.005;0.04;0.041;0;0;0;0;0;0.257;0;0.53;0.153;-0.1;0.914;0.008;-0.005;-0.163;0;0.605;0.071;-0.084;0.924;0.055;0.006;-0.167;0;0;0;-0.673;0.104;-0.203;0.809;-0.055;-0.001;0;0;0;-0.681;0.14;-0.23;0.801;-0.076;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;0;0;0;0;0;0;0;0.014;0.045;-0.003;0.037;0.04;0.002;0;0;0;0;0.257;0;0.53;0.153;-0.1;0.914;0.008;-0.005;-0.163;0;0.605;0.071;-0.084;0.924;0.055;0.006;-0.167;0;0;0;-0.673;0.104;-0.202;0.81;-0.055;-0.001;0;0;0;-0.682;0.14;-0.23;0.801;-0.076;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;0;0;0;0;0;0;0;0.021;0.044;-0.002;0.035;0.041;0.003;0;0;0;0;0.257;0;0.53;0.153;-0.1;0.914;0.008;-0.005;-0.163;0;0.604;0.071;-0.083;0.924;0.055;0.006;-0.167;0;0;0;-0.673;0.104;-0.2;0.811;-0.055;-0.001;0;0;0;-0.682;0.14;-0.23;0.801;-0.076;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.063;0.001;0;0;0;0;0;0;0;0.016;0.045;-0.001;0.035;0.041;0.004;0;0;0;0;0.257;0;0.53;0.153;-0.101;0.914;0.008;-0.005;-0.163;0;0.604;0.071;-0.083;0.924;0.055;0.006;-0.167;0;0;0;-0.673;0.104;-0.196;0.813;-0.055;-0.001;0;0;0;-0.682;0.14;-0.23;0.801;-0.076;-0.002;0;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
