0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94
-0.062;-0.007;0;0;0;0;0;0;0;-0.04;0.064;0.035;-0.025;0.054;0.048;0;0;0;0;0.257;0;0.656;0.104;-0.107;0.941;-0.03;-0.01;-0.118;0;0.65;0.08;-0.095;0.937;0.108;0.015;-0.17;0;0;0;-0.758;0.162;-0.003;0.765;-0.181;-0.051;-0.024;0;0;-0.705;0.107;-0.269;0.828;-0.141;-0.035;-0.014;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.062;-0.003;-0.001;0;0;0;0;0;0;-0.159;0.147;-0.013;0.035;0.06;-0.074;0;0;0;0;0.257;0;0.644;0.096;-0.089;0.95;0.013;-0.002;-0.09;0;0.643;0.084;-0.082;0.937;0.046;0.004;-0.164;0;0;0;-0.717;0.128;-0.11;0.773;-0.118;-0.594;-0.14;0;0;-0.682;0.115;-0.294;0.822;-0.221;-0.4;-0.274;-1;-1;-0.684;0.369;-0.185;-0.658;0.175;0.298;-0.647;0.251;-0.733;-0.176;-0.732;-0.998;-0.905;-0.318;-0.455;-0.554;-1;-0.807;-1;-1;-0.266;0.479;-0.632;-0.034;0.12;0.61;-0.937;0.341;-0.783;-0.647;-1;0.733;-1;-0.779;-1;0.851;-0.923;-0.566
-0.056;-0.003;-0.001;0;0;0;0;0;0;-0.016;0.054;-0.015;-0.007;0.045;-0.011;0;0;0;0;0.257;0;0.621;0.09;-0.069;0.944;-0.012;-0.004;-0.078;0;0.613;0.072;-0.067;0.932;0.052;0.007;-0.162;0;0;0;-0.718;0.118;-0.105;0.771;-0.106;-0.285;0.006;0;0;-0.694;0.106;-0.261;0.829;-0.237;-1.001;-1.001;-1;-1;-0.684;0.369;-0.185;-0.658;0.175;0.298;-0.647;0.251;-0.733;-0.176;-0.732;-0.998;-0.905;-0.318;-0.455;-0.554;-1;-0.807;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.062;-0.003;-0.001;0;0;0;0;0;0;-0.039;0.088;-0.054;0.035;0.06;-0.075;0;0;0;0;0.257;0;0.644;0.097;-0.072;0.949;0.007;-0.002;-0.087;0;0.643;0.085;-0.069;0.936;0.038;0.003;-0.161;0;0;0;-0.717;0.128;-0.081;0.774;-0.116;-0.595;-0.14;0;0;-0.683;0.116;-0.256;0.822;-0.216;-0.402;-0.276;-1;-1;-0.684;0.369;-0.185;-0.658;0.175;0.298;-0.647;0.251;-0.733;-0.176;-0.732;-0.998;-0.905;-0.318;-0.455;-0.554;-1;-0.807;-1;-1;-0.266;0.479;-0.632;-0.034;0.12;0.61;-0.937;0.341;-0.783;-0.647;-1;0.733;-1;-0.779;-1;0.851;-0.923;-0.566
-0.062;-0.003;0;0;0;0;0;0;0;-0.027;0.082;-0.059;0.035;0.06;-0.075;0;0;0;0;0.257;0;0.644;0.097;-0.069;0.949;0.005;-0.003;-0.085;0;0.643;0.085;-0.066;0.936;0.036;0.003;-0.16;0;0;0;-0.718;0.129;-0.074;0.776;-0.114;-0.595;-0.14;0;0;-0.683;0.116;-0.246;0.822;-0.214;-0.404;-0.277;-1;-1;-0.684;0.369;-0.185;-0.658;0.175;0.298;-0.647;0.251;-0.733;-0.176;-0.732;-0.998;-0.905;-0.318;-0.455;-0.554;-1;-0.807;-1;-1;-0.266;0.479;-0.632;-0.034;0.12;0.61;-0.937;0.341;-0.783;-0.647;-1;0.733;-1;-0.779;-1;0.851;-0.923;-0.566
-0.057;-0.004;-0.001;0;0;0;0;0;0;-0.026;0.069;-0.01;-0.005;0.046;-0.004;0;0;0;0;0.257;0;0.614;0.091;-0.063;0.944;-0.008;-0.004;-0.077;0;0.612;0.072;-0.062;0.932;0.047;0.006;-0.161;0;0;0;-0.718;0.119;-0.101;0.761;-0.098;-0.286;0.006;0;0;-0.694;0.106;-0.249;0.829;-0.215;-1.001;-1.001;-1;-1;-0.684;0.369;-0.185;-0.658;0.175;0.298;-0.647;0.251;-0.733;-0.176;-0.732;-0.998;-0.905;-0.318;-0.455;-0.554;-1;-0.807;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
-0.061;-0.003;0;0;0;0;0;0;0;-0.008;0.074;-0.064;0.036;0.06;-0.075;0;0;0;0;0.257;0;0.644;0.098;-0.06;0.949;-0.001;-0.003;-0.083;0;0.643;0.085;-0.058;0.935;0.029;0.003;-0.158;0;0;0;-0.719;0.129;-0.06;0.778;-0.115;-0.597;-0.141;0;0;-0.685;0.115;-0.231;0.822;-0.213;-0.407;-0.279;-1;-1;-0.684;0.369;-0.185;-0.658;0.175;0.298;-0.647;0.251;-0.733;-0.176;-0.732;-0.998;-0.905;-0.318;-0.455;-0.554;-1;-0.807;-1;-1;-0.266;0.479;-0.632;-0.034;0.12;0.61;-0.937;0.341;-0.783;-0.647;-1;0.733;-1;-0.779;-1;0.851;-0.923;-0.566
-0.061;-0.003;0;0;0;0;0;0;0;0.003;0.067;-0.068;0.035;0.059;-0.074;0;0;0;0;0.257;0;0.644;0.098;-0.054;0.948;-0.008;-0.003;-0.081;0;0.643;0.086;-0.052;0.935;0.023;0.003;-0.157;0;0;0;-0.719;0.13;-0.054;0.779;-0.117;-0.597;-0.141;0;0;-0.686;0.115;-0.224;0.822;-0.217;-0.409;-0.28;-1;-1;-0.684;0.369;-0.185;-0.658;0.175;0.298;-0.647;0.251;-0.733;-0.176;-0.732;-0.998;-0.905;-0.318;-0.455;-0.554;-1;-0.807;-1;-1;-0.266;0.479;-0.632;-0.034;0.12;0.61;-0.937;0.341;-0.783;-0.647;-1;0.733;-1;-0.779;-1;0.851;-0.923;-0.566
-0.061;-0.003;0.001;0;0;0;0;0;0;0.015;0.059;-0.073;0.033;0.058;-0.075;0;0;0;0;0.257;0;0.644;0.099;-0.044;0.948;-0.019;-0.003;-0.079;0;0.643;0.086;-0.044;0.935;0.015;0.003;-0.155;0;0;0;-0.72;0.13;-0.046;0.779;-0.121;-0.599;-0.142;0;0;-0.687;0.116;-0.214;0.822;-0.225;-0.411;-0.282;-1;-1;-0.684;0.369;-0.185;-0.658;0.175;0.298;-0.647;0.251;-0.733;-0.176;-0.732;-0.998;-0.905;-0.318;-0.455;-0.554;-1;-0.807;-1;-1;-0.266;0.479;-0.632;-0.034;0.12;0.61;-0.937;0.341;-0.783;-0.647;-1;0.733;-1;-0.779;-1;0.851;-0.923;-0.566
-0.061;-0.003;0.001;0;0;0;0;0;0;0.013;0.059;-0.074;0.032;0.057;-0.075;0;0;0;0;0.257;0;0.644;0.099;-0.04;0.947;-0.026;-0.003;-0.078;0;0.643;0.086;-0.039;0.935;0.01;0.003;-0.153;0;0;0;-0.721;0.131;-0.04;0.78;-0.125;-0.6;-0.142;0;0;-0.689;0.116;-0.209;0.822;-0.233;-0.414;-0.284;-1;-1;-0.684;0.369;-0.185;-0.658;0.175;0.298;-0.647;0.251;-0.733;-0.176;-0.732;-0.998;-0.905;-0.318;-0.455;-0.554;-1;-0.807;-1;-1;-0.266;0.479;-0.632;-0.034;0.12;0.61;-0.937;0.341;-0.783;-0.647;-1;0.733;-1;-0.779;-1;0.851;-0.923;-0.566
